artifact_path,line,evidence
output/audits/aligned_canonical_identifiability_main_20260905/evidence_manifest.initial.json,708,"    ""output/audits/canonical_v1_correctness_patch_20260831/source_before/evaluation/mechanistic_retina/karamanlis_locality_artifacts.py"": ""11ee7406b7d975ad9931c8f90fc718908a9b963688b2de2e8095ef2dc8276d33"","
output/audits/aligned_canonical_identifiability_main_20260905/evidence_manifest.initial.json,709,"    ""output/audits/canonical_v1_correctness_patch_20260831/source_before/evaluation/mechanistic_retina/karamanlis_locality_graph.py"": ""ad7dc2f065a77296f0c746fce5e7d9a3ce12fa44386e3dcbac6a2beaaee7b297"","
output/audits/aligned_canonical_identifiability_main_20260905/evidence_manifest.initial.json,710,"    ""output/audits/canonical_v1_correctness_patch_20260831/source_before/evaluation/mechanistic_retina/karamanlis_locality_io.py"": ""e132b9cec565bcb39209db7293821167148399bc87f882130cf1585f61da924b"","
output/audits/aligned_canonical_identifiability_main_20260905/evidence_manifest.initial.json,711,"    ""output/audits/canonical_v1_correctness_patch_20260831/source_before/evaluation/mechanistic_retina/karamanlis_prediction_baselines.py"": ""fca33d70cb58aaf998779a70bbf66a8dc7f0c3a579af78ae5c4fe3f2b3f3836c"","
output/audits/aligned_canonical_identifiability_main_20260905/evidence_manifest.initial.json,712,"    ""output/audits/canonical_v1_correctness_patch_20260831/source_before/evaluation/mechanistic_retina/karamanlis_real_run.py"": ""290832d28f5a09c45c4aa71541ab6d7490968dfcbe419e14e228e17be5d0178d"","
output/audits/aligned_canonical_identifiability_main_20260905/evidence_manifest.initial.json,713,"    ""output/audits/canonical_v1_correctness_patch_20260831/source_before/evaluation/mechanistic_retina/karamanlis_rf_centers.py"": ""acdd42adae47ef2d99c3b8c033444084fe8c4b2e0b588c9499d9bd09d83031d8"","
output/audits/aligned_canonical_identifiability_main_20260905/evidence_manifest.initial.json,714,"    ""output/audits/canonical_v1_correctness_patch_20260831/source_before/evaluation/mechanistic_retina/karamanlis_rf_checkpoint.py"": ""a1a8bc2c6e9bee5c7af815fd247d59504d23ca2778f4b51be68f28d279bfcaa6"","
output/audits/aligned_canonical_identifiability_main_20260905/evidence_manifest.initial.json,715,"    ""output/audits/canonical_v1_correctness_patch_20260831/source_before/evaluation/mechanistic_retina/karamanlis_rf_population_run.py"": ""191181e9b00a8ae2de135693dc90cc971b2b6cdf6b18aed6cbc37918613d9fe8"","
output/audits/aligned_canonical_identifiability_main_20260905/evidence_manifest.initial.json,716,"    ""output/audits/canonical_v1_correctness_patch_20260831/source_before/evaluation/mechanistic_retina/karamanlis_running_sta.py"": ""ca9dc3367b24dec542bde43ee9ec625cdbc963f9d654578989db161c7ae4da0a"","
output/audits/aligned_canonical_identifiability_main_20260905/evidence_manifest.initial.json,717,"    ""output/audits/canonical_v1_correctness_patch_20260831/source_before/evaluation/mechanistic_retina/karamanlis_v1_ac_artifacts.py"": ""55796481af2229d7ad562486e12e70f739319379262af06be409c927e738563f"","
output/audits/aligned_canonical_identifiability_main_20260905/evidence_manifest.initial.json,718,"    ""output/audits/canonical_v1_correctness_patch_20260831/source_before/evaluation/mechanistic_retina/karamanlis_v1_ac_metrics.py"": ""e43dfa1b96da5b95504af58dc9bbd451e01fabcfb9f9ba5263406d7db0bd21a4"","
output/audits/aligned_canonical_identifiability_main_20260905/evidence_manifest.initial.json,719,"    ""output/audits/canonical_v1_correctness_patch_20260831/source_before/evaluation/mechanistic_retina/karamanlis_v1_ac_payload.py"": ""8827ca8e37961c967b733e84dca5a1175ff8f6ed16798e4dd84707ca13690410"","
output/audits/aligned_canonical_identifiability_main_20260905/evidence_manifest.initial.json,720,"    ""output/audits/canonical_v1_correctness_patch_20260831/source_before/evaluation/mechanistic_retina/karamanlis_v1_ac_perturbation.py"": ""7f85297d28c6141c20f6deb98922d61a9a2e41bab1618c834ce1eff907b329a2"","
output/audits/aligned_canonical_identifiability_main_20260905/evidence_manifest.initial.json,721,"    ""output/audits/canonical_v1_correctness_patch_20260831/source_before/evaluation/mechanistic_retina/karamanlis_v1_ac_reporting.py"": ""b70a7626afa5fe9ad92f4d1cd8bbba78d20d5dab15874e8e2849247d55eef263"","
output/audits/aligned_canonical_identifiability_main_20260905/evidence_manifest.initial.json,722,"    ""output/audits/canonical_v1_correctness_patch_20260831/source_before/evaluation/mechanistic_retina/karamanlis_v1_ac_runtime.py"": ""e7de9cf11602e839dbc9ac45d56b68204d9079f1c5522298044cf328f7140eb0"","
output/audits/aligned_canonical_identifiability_main_20260905/evidence_manifest.initial.json,723,"    ""output/audits/canonical_v1_correctness_patch_20260831/source_before/evaluation/mechanistic_retina/karamanlis_v1_rf_artifacts.py"": ""43410dae1da6c4fd8895885b0f110493290f58b7a23cc15213d9b335efb7727c"","
output/audits/aligned_canonical_identifiability_main_20260905/evidence_manifest.initial.json,724,"    ""output/audits/canonical_v1_correctness_patch_20260831/source_before/evaluation/mechanistic_retina/karamanlis_v1_rf_metrics.py"": ""a02a811aa0ca7851a48b2599d91633572c60b1a8674a58a8d7f8e301ff7639d5"","
output/audits/aligned_canonical_identifiability_main_20260905/evidence_manifest.initial.json,725,"    ""output/audits/canonical_v1_correctness_patch_20260831/source_before/evaluation/mechanistic_retina/karamanlis_v1_rf_validation.py"": ""3af8d4cbe2a60adb6be13682fe6121460c440a4b2567cefc08cd558bceae2299"","
output/audits/aligned_canonical_identifiability_main_20260905/evidence_manifest.initial.json,726,"    ""output/audits/canonical_v1_correctness_patch_20260831/source_before/evaluation/mechanistic_retina/karamanlis_v1_rf_validation_math.py"": ""8968594a0016f5c6db27d43a45edbe22bfe8d045863135f497c289d573fad58c"","
output/audits/aligned_canonical_identifiability_main_20260905/evidence_manifest.initial.json,727,"    ""output/audits/canonical_v1_correctness_patch_20260831/source_before/evaluation/mechanistic_retina/mechanism_artifacts.py"": ""d07514dfaff3ab981a939822751663442fe5f3d99a76b2d478551ebc9750261d"","
output/audits/aligned_canonical_identifiability_main_20260905/evidence_manifest.initial.json,728,"    ""output/audits/canonical_v1_correctness_patch_20260831/source_before/evaluation/mechanistic_retina/mechanism_checkpoints.py"": ""41f72c8d3c6dc6ba5bbdf6f9ddf72ded256deeeef4ec45402de320a19536fbfa"","
output/audits/aligned_canonical_identifiability_main_20260905/evidence_manifest.initial.json,729,"    ""output/audits/canonical_v1_correctness_patch_20260831/source_before/evaluation/mechanistic_retina/mechanism_decision_report.py"": ""604e380f3bc1e6957c4e9f568998a358aa70abe3f1cd704c9f3c4c82e6f61666"","
output/audits/aligned_canonical_identifiability_main_20260905/evidence_manifest.initial.json,730,"    ""output/audits/canonical_v1_correctness_patch_20260831/source_before/evaluation/mechanistic_retina/mechanism_diagnosis.py"": ""36f2a44411c9c24fb9afbeace67fcdc1a9dc639b1155cb5c9494eb974f8bc2e1"","
output/audits/aligned_canonical_identifiability_main_20260905/evidence_manifest.initial.json,731,"    ""output/audits/canonical_v1_correctness_patch_20260831/source_before/evaluation/mechanistic_retina/mechanism_diagnosis_support.py"": ""969b336967713f731af57cfb85498ce2c5e607ed7e916fc0673caba159b09511"","
output/audits/aligned_canonical_identifiability_main_20260905/evidence_manifest.initial.json,732,"    ""output/audits/canonical_v1_correctness_patch_20260831/source_before/evaluation/mechanistic_retina/mechanism_false_positive.py"": ""05bf889964ac781e79b9f6c8077261094c55964cc6b92a75ca16cf2380d3cb69"","
output/audits/aligned_canonical_identifiability_main_20260905/evidence_manifest.initial.json,733,"    ""output/audits/canonical_v1_correctness_patch_20260831/source_before/evaluation/mechanistic_retina/mechanism_heldout.py"": ""7f2785f3034e9061b092795526649d53940e63e3763281abed2882283f007a81"","
output/audits/aligned_canonical_identifiability_main_20260905/evidence_manifest.initial.json,734,"    ""output/audits/canonical_v1_correctness_patch_20260831/source_before/evaluation/mechanistic_retina/mechanism_heldout_artifacts.py"": ""78be1064794a3ea7eeec3d6d0e7d02ffb957ccef1ec58bf2f179b4c294802087"","
output/audits/aligned_canonical_identifiability_main_20260905/evidence_manifest.initial.json,735,"    ""output/audits/canonical_v1_correctness_patch_20260831/source_before/evaluation/mechanistic_retina/mechanism_heldout_metrics.py"": ""b05b85a25128d46837de2a480ea851b9a6d6587010cf4a59ed33ede836a258a3"","
output/audits/aligned_canonical_identifiability_main_20260905/evidence_manifest.initial.json,736,"    ""output/audits/canonical_v1_correctness_patch_20260831/source_before/evaluation/mechanistic_retina/mechanism_identifiability.py"": ""52ce7bf60ca92498cf5566b9babb79c283f0de92c8edf156d678781a19fc186b"","
output/audits/aligned_canonical_identifiability_main_20260905/evidence_manifest.initial.json,737,"    ""output/audits/canonical_v1_correctness_patch_20260831/source_before/evaluation/mechanistic_retina/mechanism_protocol.py"": ""62f317cbf04eda89e7a855095b5bfa2c0dad567434298719192aca1e8a3bfb0c"","
output/audits/aligned_canonical_identifiability_main_20260905/evidence_manifest.initial.json,738,"    ""output/audits/canonical_v1_correctness_patch_20260831/source_before/evaluation/mechanistic_retina/mechanism_protocol_runs.py"": ""dfda2a436f551e6280a7b90188bfc3dc5bbdb9e44dcedbe8f195b87f816364b3"","
output/audits/aligned_canonical_identifiability_main_20260905/evidence_manifest.initial.json,739,"    ""output/audits/canonical_v1_correctness_patch_20260831/source_before/evaluation/mechanistic_retina/mechanism_replay_artifacts.py"": ""803dc871b990e780ae1e3330fc197c70e84a94e7b90bc382f22e4bb3b025d412"","
output/audits/aligned_canonical_identifiability_main_20260905/evidence_manifest.initial.json,740,"    ""output/audits/canonical_v1_correctness_patch_20260831/source_before/evaluation/mechanistic_retina/mechanism_replay_identity.py"": ""59010790a398f0d4a3301a8c44871102b255d97165266040aa5a9a886e23fb85"","
output/audits/aligned_canonical_identifiability_main_20260905/evidence_manifest.initial.json,741,"    ""output/audits/canonical_v1_correctness_patch_20260831/source_before/evaluation/mechanistic_retina/mechanism_replay_protocol.py"": ""d902c3348ab1ae5ec84e4f3c25fecc29eaecd3136a8a1be09e97eef7028b030d"","
output/audits/aligned_canonical_identifiability_main_20260905/evidence_manifest.initial.json,742,"    ""output/audits/canonical_v1_correctness_patch_20260831/source_before/evaluation/mechanistic_retina/mechanism_replay_runs.py"": ""5ff6d155c500ebbca14a2320d7a80a7ebe65015e01dd36fdfa8cda66ef268937"","
output/audits/aligned_canonical_identifiability_main_20260905/evidence_manifest.initial.json,743,"    ""output/audits/canonical_v1_correctness_patch_20260831/source_before/evaluation/mechanistic_retina/mechanism_replay_types.py"": ""741da9e756997e39aaa121a973601b8ff3c861191633834345913481abf249dc"","
output/audits/aligned_canonical_identifiability_main_20260905/evidence_manifest.initial.json,744,"    ""output/audits/canonical_v1_correctness_patch_20260831/source_before/evaluation/mechanistic_retina/mechanism_run_data.py"": ""a649bf4e9ed1944aced688a25f5ad9a38b539af67844343ca47f63ddd4b910cd"","
output/audits/aligned_canonical_identifiability_main_20260905/evidence_manifest.initial.json,745,"    ""output/audits/canonical_v1_correctness_patch_20260831/source_before/evaluation/mechanistic_retina/mechanism_run_types.py"": ""42be25d4fa1de670fc2d6da7e78256cf5b02a5dde3c829abdb8559fc26581923"","
output/audits/aligned_canonical_identifiability_main_20260905/evidence_manifest.initial.json,746,"    ""output/audits/canonical_v1_correctness_patch_20260831/source_before/evaluation/mechanistic_retina/mechanism_runs.py"": ""a78a001e4c28e17e3f9768d0bd90d8fb1063f7e78744dd6c119db6528f8d0eb6"","
output/audits/aligned_canonical_identifiability_main_20260905/evidence_manifest.initial.json,747,"    ""output/audits/canonical_v1_correctness_patch_20260831/source_before/evaluation/mechanistic_retina/mechanism_runtime.py"": ""1098eb2820d7f27ca254706946bbe879618b5524b007645b9af9224db447390c"","
output/audits/aligned_canonical_identifiability_main_20260905/evidence_manifest.initial.json,748,"    ""output/audits/canonical_v1_correctness_patch_20260831/source_before/evaluation/mechanistic_retina/mechanism_scoring.py"": ""ec45f00a1dc49931fbe28c167c38f1e4a75893309c0f5815d3cfd498866638e9"","
output/audits/aligned_canonical_identifiability_main_20260905/evidence_manifest.initial.json,749,"    ""output/audits/canonical_v1_correctness_patch_20260831/source_before/evaluation/mechanistic_retina/mechanism_teacher_support.py"": ""72727e75097ae7557d0edd6d1aa1e6a8bcb51618c5bc8454fd86f64db99e08e3"","
output/audits/aligned_canonical_identifiability_main_20260905/evidence_manifest.initial.json,750,"    ""output/audits/canonical_v1_correctness_patch_20260831/source_before/evaluation/mechanistic_retina/metrics.py"": ""38006fe9e87b6852e25abf1147538da4e7757318d4a97519e2d0a4b44ff84e3b"","
output/audits/aligned_canonical_identifiability_main_20260905/evidence_manifest.initial.json,751,"    ""output/audits/canonical_v1_correctness_patch_20260831/source_before/evaluation/mechanistic_retina/natural_exploratory.py"": ""8f475062c93752ff0b2caa7fa4df874b96c80d920ec3f0d6c8c969d75a6af713"","
output/audits/aligned_canonical_identifiability_main_20260905/evidence_manifest.initial.json,752,"    ""output/audits/canonical_v1_correctness_patch_20260831/source_before/evaluation/mechanistic_retina/nested_spike_budget.py"": ""461c2f6b2e9ab3a1ffac429b5bc4ab0930417ac16ddc9bca14a6223c60eb55c6"","
output/audits/aligned_canonical_identifiability_main_20260905/evidence_manifest.initial.json,753,"    ""output/audits/canonical_v1_correctness_patch_20260831/source_before/evaluation/mechanistic_retina/noise_free_recovery.py"": ""3676db477d66b7b254f24dee0b9c51d5da5ddf20f48266e45c6ff36b68819cd5"","
output/audits/aligned_canonical_identifiability_main_20260905/evidence_manifest.initial.json,754,"    ""output/audits/canonical_v1_correctness_patch_20260831/source_before/evaluation/mechanistic_retina/noise_free_recovery_metrics.py"": ""e22060901a9c1a25202b608215827777d053dea0cd6d85947283512c7e492948"","
output/audits/aligned_canonical_identifiability_main_20260905/evidence_manifest.initial.json,755,"    ""output/audits/canonical_v1_correctness_patch_20260831/source_before/evaluation/mechanistic_retina/pathway_decomposition.py"": ""de2170f6865f9349c5b4615f51e7d9314f1dda3bcfd7a3f46caf080bbc8288e3"","
output/audits/aligned_canonical_identifiability_main_20260905/evidence_manifest.initial.json,756,"    ""output/audits/canonical_v1_correctness_patch_20260831/source_before/evaluation/mechanistic_retina/rf_base.py"": ""25edcb1bf52b302434aaefd90d4300f0ea1b8098b2d424b608a2c2c974aa6b89"","
output/audits/aligned_canonical_identifiability_main_20260905/evidence_manifest.initial.json,757,"    ""output/audits/canonical_v1_correctness_patch_20260831/source_before/evaluation/mechanistic_retina/rf_effective.py"": ""dc87ed315f9145b8f9da9886bb93c7b0cba54ca7f1cc885308af2cc45c81973a"","
output/audits/aligned_canonical_identifiability_main_20260905/evidence_manifest.initial.json,758,"    ""output/audits/canonical_v1_correctness_patch_20260831/source_before/evaluation/mechanistic_retina/sampled_robustness.py"": ""bc639fbfc6e4dabfd047d1edfdcaba81e07b10a10fd6fd0aab0998a385fc35a0"","
output/audits/aligned_canonical_identifiability_main_20260905/evidence_manifest.initial.json,759,"    ""output/audits/canonical_v1_correctness_patch_20260831/source_before/evaluation/mechanistic_retina/sampled_robustness_metrics.py"": ""40635b39510de8ea169f42f78c0920d00b31a8005a0e3cde1ff4440e2b1981c7"","
output/audits/aligned_canonical_identifiability_main_20260905/evidence_manifest.initial.json,760,"    ""output/audits/canonical_v1_correctness_patch_20260831/source_before/evaluation/mechanistic_retina/schottdorf_baseline_cell.py"": ""62b135f204a32ee117ce64dc446f8656f8f618a9e0a39af91e7205931ffcf9be"","
output/audits/aligned_canonical_identifiability_main_20260905/evidence_manifest.initial.json,761,"    ""output/audits/canonical_v1_correctness_patch_20260831/source_before/evaluation/mechanistic_retina/schottdorf_baseline_reporting.py"": ""598bdc2e1a65535697bdb03938cbb941ccc42ca635a2de2d29c2c770b7f3d3fc"","
output/audits/aligned_canonical_identifiability_main_20260905/evidence_manifest.initial.json,762,"    ""output/audits/canonical_v1_correctness_patch_20260831/source_before/evaluation/mechanistic_retina/schottdorf_baseline_run.py"": ""047107e37a3220a6de3411095ce6f5a6537a8d5834bcc8d018b4aa60ec54e519"","
output/audits/aligned_canonical_identifiability_main_20260905/evidence_manifest.initial.json,763,"    ""output/audits/canonical_v1_correctness_patch_20260831/source_before/evaluation/mechanistic_retina/schottdorf_baseline_types.py"": ""84ede25dba713937139d09133795220afd2854a941cc61f0dce05f3c77e41993"","
output/audits/aligned_canonical_identifiability_main_20260905/evidence_manifest.initial.json,764,"    ""output/audits/canonical_v1_correctness_patch_20260831/source_before/evaluation/mechanistic_retina/schottdorf_center_surround_ln.py"": ""e9bd363f1a4625db6afee1f433f5dbf6aac7f12511a8109a5861d55cacfd21b1"","
output/audits/aligned_canonical_identifiability_main_20260905/evidence_manifest.initial.json,765,"    ""output/audits/canonical_v1_correctness_patch_20260831/source_before/evaluation/mechanistic_retina/schottdorf_final_benchmark_cell.py"": ""87b1e436ffb4370e21e6f48a9b5b91ea8206357eaad0f3687dc889a5aeb8d669"","
output/audits/aligned_canonical_identifiability_main_20260905/evidence_manifest.initial.json,766,"    ""output/audits/canonical_v1_correctness_patch_20260831/source_before/evaluation/mechanistic_retina/schottdorf_final_benchmark_reporting.py"": ""fe651fbed5031f36e5930dbc73eaac92500e2432dc9cdea8cf078b63a12b512a"","
output/audits/aligned_canonical_identifiability_main_20260905/evidence_manifest.initial.json,767,"    ""output/audits/canonical_v1_correctness_patch_20260831/source_before/evaluation/mechanistic_retina/schottdorf_final_benchmark_run.py"": ""3fb7a078599e209b5c05d5d7a6511bc63bfb0511e06d0eb93646b82f9961defd"","
output/audits/aligned_canonical_identifiability_main_20260905/evidence_manifest.initial.json,768,"    ""output/audits/canonical_v1_correctness_patch_20260831/source_before/evaluation/mechanistic_retina/schottdorf_final_benchmark_types.py"": ""1de81d8a554bfddcee1592e13c225e18ad3906d0a19bdf9333c8c274fbf6528d"","
output/audits/aligned_canonical_identifiability_main_20260905/evidence_manifest.initial.json,769,"    ""output/audits/canonical_v1_correctness_patch_20260831/source_before/evaluation/mechanistic_retina/schottdorf_fresh_evaluation.py"": ""3ea9f82411cbba09b9ea84a04b5acd3f732900213d3b74910b82ad8bf3dd9b13"","
output/audits/aligned_canonical_identifiability_main_20260905/evidence_manifest.initial.json,770,"    ""output/audits/canonical_v1_correctness_patch_20260831/source_before/evaluation/mechanistic_retina/schottdorf_ln_source.py"": ""5fd195fb6947727b6ad0e39dc238b5cfa55e6e52a9e4750a5171b837d23aad62"","
output/audits/aligned_canonical_identifiability_main_20260905/evidence_manifest.initial.json,771,"    ""output/audits/canonical_v1_correctness_patch_20260831/source_before/evaluation/mechanistic_retina/schottdorf_multirecording_fit.py"": ""6764d8a81cec6bb2223a0a768ad69b4316dc98c7232276086f720a9df180d397"","
output/audits/aligned_canonical_identifiability_main_20260905/evidence_manifest.initial.json,772,"    ""output/audits/canonical_v1_correctness_patch_20260831/source_before/evaluation/mechanistic_retina/schottdorf_multirecording_reporting.py"": ""12208f61368e85eeef3a613b751055224ffdf5a54d7aeffcac5301f3224eeacb"","
output/audits/aligned_canonical_identifiability_main_20260905/evidence_manifest.initial.json,773,"    ""output/audits/canonical_v1_correctness_patch_20260831/source_before/evaluation/mechanistic_retina/schottdorf_multirecording_run.py"": ""e4e34a86cac54f2c6081d693ff102d31a5e1272f748fab71dc89354f55b85d8f"","
output/audits/aligned_canonical_identifiability_main_20260905/evidence_manifest.initial.json,774,"    ""output/audits/canonical_v1_correctness_patch_20260831/source_before/evaluation/mechanistic_retina/schottdorf_multirecording_types.py"": ""59ba309ed2095fa1e9efbacfd0514243c08fba97c684238a6b70404dbb5b1a0c"","
output/audits/aligned_canonical_identifiability_main_20260905/evidence_manifest.initial.json,775,"    ""output/audits/canonical_v1_correctness_patch_20260831/source_before/evaluation/mechanistic_retina/schottdorf_neural_baseline.py"": ""550d2803f080967e16f9681423501dfb7f756ac5ad6d80fb939006124cc848f5"","
output/audits/aligned_canonical_identifiability_main_20260905/evidence_manifest.initial.json,776,"    ""output/audits/canonical_v1_correctness_patch_20260831/source_before/evaluation/mechanistic_retina/schottdorf_prediction_baselines.py"": ""f7963926ab23109ba95e8a346db0e929b98799ee7dab4551cedc9567806cd584"","
output/audits/aligned_canonical_identifiability_main_20260905/evidence_manifest.initial.json,777,"    ""output/audits/canonical_v1_correctness_patch_20260831/source_before/evaluation/mechanistic_retina/schottdorf_r4_development.py"": ""08451339011692b97464739b1d3daa06ea2b2d874969ee904c47b78079929d19"","
output/audits/aligned_canonical_identifiability_main_20260905/evidence_manifest.initial.json,778,"    ""output/audits/canonical_v1_correctness_patch_20260831/source_before/evaluation/mechanistic_retina/schottdorf_real_run.py"": ""dca35192128e5ebaeece2923c38a6e0532daf5f0a66f63470d3c7d86851e3719"","
output/audits/aligned_canonical_identifiability_main_20260905/evidence_manifest.initial.json,779,"    ""output/audits/canonical_v1_correctness_patch_20260831/source_before/evaluation/mechanistic_retina/schottdorf_temporal_center_surround.py"": ""f011f930c36161940ee78b0bcd30b42fb489eadd095c6dca6d87bfd449fe98ac"","
output/audits/aligned_canonical_identifiability_main_20260905/evidence_manifest.initial.json,780,"    ""output/audits/canonical_v1_correctness_patch_20260831/source_before/evaluation/mechanistic_retina/spike_banks.py"": ""e6b7c439b17115c56b120d444e5969cf615536b55ab3949468d04dd02772cf49"","
output/audits/aligned_canonical_identifiability_main_20260905/evidence_manifest.initial.json,781,"    ""output/audits/canonical_v1_correctness_patch_20260831/source_before/evaluation/mechanistic_retina/structural_ablation.py"": ""95a600a2c92cdf9db995533734ddfcf70630d647407aa98395119df88a2aafc5"","
output/audits/aligned_canonical_identifiability_main_20260905/evidence_manifest.initial.json,782,"    ""output/audits/canonical_v1_correctness_patch_20260831/source_before/evaluation/mechanistic_retina/subspace_overlap.py"": ""fbcacede0bbdda7e7de685185bf7b798637edb1d3aed025df764dee5ce73ef12"","
output/audits/aligned_canonical_identifiability_main_20260905/evidence_manifest.initial.json,783,"    ""output/audits/canonical_v1_correctness_patch_20260831/source_before/evaluation/mechanistic_retina/temporal_center_surround.py"": ""8623eb93e8fc224b923dd5255d705ad826da8d4ada4c50d57909bc09f640f261"","
output/audits/aligned_canonical_identifiability_main_20260905/evidence_manifest.initial.json,784,"    ""output/audits/canonical_v1_correctness_patch_20260831/source_before/evaluation/mechanistic_retina/temporal_center_surround_plots.py"": ""a8a3894dc83831a497322d77f5bf05594d3a2cfebea7adb355ba4c19ec324149"","
output/audits/aligned_canonical_identifiability_main_20260905/evidence_manifest.initial.json,785,"    ""output/audits/canonical_v1_correctness_patch_20260831/source_before/evaluation/mechanistic_retina/temporal_center_surround_reporting.py"": ""01e1966a75e03e0d88c829579815f8fce10cd5f31987a4dc9121531056320ce9"","
output/audits/aligned_canonical_identifiability_main_20260905/evidence_manifest.initial.json,786,"    ""output/audits/canonical_v1_correctness_patch_20260831/source_before/models/mechanistic_retina/__init__.py"": ""4f0b9e668c2ddc3c9bae13553aec50a52a133401db6e9b2f2a2127f085882390"","
output/audits/aligned_canonical_identifiability_main_20260905/evidence_manifest.initial.json,787,"    ""output/audits/canonical_v1_correctness_patch_20260831/source_before/models/mechanistic_retina/amacrine_pathways.py"": ""dc8c3ce543b4af2412f53a57fbcc60785433de7a61d7e169e1094d1d7e247631"","
output/audits/aligned_canonical_identifiability_main_20260905/evidence_manifest.initial.json,788,"    ""output/audits/canonical_v1_correctness_patch_20260831/source_before/models/mechanistic_retina/bipolar_subunits.py"": ""4725f23eb5bee18db7dc3919cbbe7198ceb7d093c06eb0873fac8da12cf8f580"","
output/audits/aligned_canonical_identifiability_main_20260905/evidence_manifest.initial.json,789,"    ""output/audits/canonical_v1_correctness_patch_20260831/source_before/models/mechanistic_retina/causal_contract.py"": ""0aacee1e4b98f144f082d87eb77abe03912cb086cca6dd2d86802dd49bceb726"","
output/audits/aligned_canonical_identifiability_main_20260905/evidence_manifest.initial.json,790,"    ""output/audits/canonical_v1_correctness_patch_20260831/source_before/models/mechanistic_retina/cell_specific_gains.py"": ""72fe52688e5c04211a711a720f443e361fc4e59f25d9ca4f25735f39cbbe01db"","
output/audits/aligned_canonical_identifiability_main_20260905/evidence_manifest.initial.json,791,"    ""output/audits/canonical_v1_correctness_patch_20260831/source_before/models/mechanistic_retina/contracts.py"": ""3050e2efa26490a0d6ac36564d184dfe3d7ac99f9b5280ed912e33a7bd4ee843"","
output/audits/aligned_canonical_identifiability_main_20260905/evidence_manifest.initial.json,792,"    ""output/audits/canonical_v1_correctness_patch_20260831/source_before/models/mechanistic_retina/delay_parameters.py"": ""083816a26aa1d94d620b2460d6e1c7efd0b04e5825aa01775272d2bf5bd37c02"","
output/audits/aligned_canonical_identifiability_main_20260905/evidence_manifest.initial.json,793,"    ""output/audits/canonical_v1_correctness_patch_20260831/source_before/models/mechanistic_retina/graph.py"": ""d647c5d042383772a675f5a9b59120bd5c783d931c92523578811634270153bd"","
output/audits/aligned_canonical_identifiability_main_20260905/evidence_manifest.initial.json,794,"    ""output/audits/canonical_v1_correctness_patch_20260831/source_before/models/mechanistic_retina/h1_pathway.py"": ""dab8e1a687c3ec9ced59e29ee0b1ffb49d93bd2d7732049eb06c265a4321d156"","
output/audits/aligned_canonical_identifiability_main_20260905/evidence_manifest.initial.json,795,"    ""output/audits/canonical_v1_correctness_patch_20260831/source_before/models/mechanistic_retina/model.py"": ""29271cc1634ed8eadc577e95b0b6c01a8c5b5ad240f303c05b496b80a5586ed1"","
output/audits/aligned_canonical_identifiability_main_20260905/evidence_manifest.initial.json,796,"    ""output/audits/canonical_v1_correctness_patch_20260831/source_before/models/mechanistic_retina/neural_operators.py"": ""13b63e667cddb54f17b0b0d1f1906180d71155fa7cdffd26fdffc81e0b86efef"","
output/audits/aligned_canonical_identifiability_main_20260905/evidence_manifest.initial.json,797,"    ""output/audits/canonical_v1_correctness_patch_20260831/source_before/models/mechanistic_retina/pathway_gates.py"": ""14c38959e47205546e029a2ba0fa826fd5cde45d467834ae66597a0ee9476c11"","
output/audits/aligned_canonical_identifiability_main_20260905/evidence_manifest.initial.json,798,"    ""output/audits/canonical_v1_correctness_patch_20260831/source_before/models/mechanistic_retina/pathway_rf.py"": ""ffb02588e5664a58c02ebaad8f7ee9e9860849e378e0363c697aa6901eba8f7f"","
output/audits/aligned_canonical_identifiability_main_20260905/evidence_manifest.initial.json,799,"    ""output/audits/canonical_v1_correctness_patch_20260831/source_before/models/mechanistic_retina/pathway_spatial_geometry.py"": ""dcf34f50d7cf8889917d1027aa7386d38033988088c311861d72476494810389"","
output/audits/aligned_canonical_identifiability_main_20260905/evidence_manifest.initial.json,800,"    ""output/audits/canonical_v1_correctness_patch_20260831/source_before/models/mechanistic_retina/pathway_temporal.py"": ""bd0096acc4138e26953cade22d347c13ad0d4f3807ceca5f0e4a30ebc695a265"","
output/audits/aligned_canonical_identifiability_main_20260905/evidence_manifest.initial.json,801,"    ""output/audits/canonical_v1_correctness_patch_20260831/source_before/models/mechanistic_retina/phase1_run_contract.py"": ""939474d43bf05dd85d4dd152b48abd636a686a489df8ecb1749c75491a972e3a"","
output/audits/aligned_canonical_identifiability_main_20260905/evidence_manifest.initial.json,802,"    ""output/audits/canonical_v1_correctness_patch_20260831/source_before/models/mechanistic_retina/rgc_state.py"": ""859d29f65d2df0a8785fa8087f873404aba0f15585441d1db251e69fee8d7540"","
output/audits/aligned_canonical_identifiability_main_20260905/evidence_manifest.initial.json,803,"    ""output/audits/canonical_v1_correctness_patch_20260831/source_before/models/mechanistic_retina/shared_subunits.py"": ""c50488654f516f38e05c76d0d8808a651a9e5115861cad16be178e7050a56d3d"","
output/audits/aligned_canonical_identifiability_main_20260905/evidence_manifest.initial.json,804,"    ""output/audits/canonical_v1_correctness_patch_20260831/source_before/models/mechanistic_retina/spatial_contract.py"": ""4f272111b5070256e3259aa82cac72b4ae6d1a4f60e46946a8aa6952d8feb319"","
